execucao,modelo_base,epoca,acuracia,precisao,recall,f1,erro_treino,erro_teste,tempo_treino,tempo_teste,tempo_total
6,inception_v3,3,0.9304,0.9307191571700661,0.9303999999999999,0.9302816227964156,0.12642142649316002,0.2237176038918032,399.38264203071594,33.91715979576111,433.29980182647705
6,inception_v3,4,0.9366,0.9379801356637459,0.9366,0.9367902218870002,0.10166760919320271,0.20414314905454398,399.3664605617523,33.95762515068054,433.32408571243286
6,inception_v3,5,0.9349,0.9364226216012751,0.9349000000000001,0.9351643483300635,0.09270406145866855,0.21797004297589231,399.3697385787964,33.97857856750488,433.34831714630127
6,inception_v3,6,0.9329,0.9341067973807485,0.9328999999999998,0.9329566328673012,0.07901454481142609,0.22314347821483566,399.1541531085968,33.97019600868225,433.12434911727905
6,inception_v3,7,0.9319,0.932535433551147,0.9319000000000001,0.9316320564128869,0.07641158830565031,0.22371801691260307,399.19995164871216,34.081461668014526,433.2814133167267
6,inception_v3,8,0.9304,0.9312531272198212,0.9304,0.9304127380849652,0.07355379463915411,0.22892745536793568,399.371178150177,34.00600290298462,433.3771810531616
6,inception_v3,9,0.9411,0.9414315163839777,0.9410999999999999,0.94110652861077,0.06499711631456642,0.20022622017177996,399.337455034256,33.96122908592224,433.2986841201782
6,inception_v3,10,0.9386,0.9393795716433434,0.9386000000000001,0.9386113281575407,0.06036962741492268,0.2049789399659012,399.1825051307678,33.96384906768799,433.1463541984558
6,inception_v3,11,0.9431,0.9434826285555202,0.9431,0.9431101643415651,0.061739122797258655,0.18124006702831597,399.19647765159607,33.908324003219604,433.1048016548157
6,inception_v3,12,0.9354,0.9354381842692794,0.9353999999999999,0.9351119998840819,0.05656143263562361,0.21380833356053966,399.3914077281952,33.892120361328125,433.2835280895233
6,inception_v3,13,0.9435,0.9437654491930175,0.9435,0.9435049798338128,0.05603938602724486,0.19310013655644315,399.3543038368225,33.87440514564514,433.22870898246765
6,inception_v3,14,0.9369,0.9370806196733457,0.9369,0.9367595291011355,0.04992894255740763,0.21484488255943462,399.3785545825958,33.96286392211914,433.34141850471497
6,inception_v3,15,0.9298,0.9311216464833517,0.9298,0.9296778588646906,0.04879167246932397,0.25226512217929786,399.3812325000763,33.97529578208923,433.3565282821655
7,inception_v3,1,0.9118,0.9187191630727334,0.9117999999999998,0.9113719437884035,0.3640781189636577,0.2673240225690945,399.2634527683258,33.966487884521484,433.2299406528473
7,inception_v3,2,0.9377,0.9392637761145046,0.9377000000000001,0.9380297465160521,0.169716062997837,0.1910841327611428,399.3528079986572,33.874828577041626,433.22763657569885
7,inception_v3,3,0.9417,0.9428495719209126,0.9417,0.9419170744373462,0.11871590474239357,0.17482577445827852,399.3633143901825,33.94801688194275,433.31133127212524
7,inception_v3,4,0.9401,0.9409622148890848,0.9400999999999999,0.9401190983629262,0.10319267185476354,0.1951912288334529,399.3491532802582,33.88755249977112,433.2367057800293
7,inception_v3,5,0.946,0.9461479953212442,0.9460000000000001,0.9459085039491392,0.0863351290277384,0.18007795601656104,399.363418340683,33.96750593185425,433.33092427253723
7,inception_v3,6,0.9402,0.940848692561401,0.9401999999999999,0.9401662641979612,0.08600853793704144,0.20328038618870223,399.3362820148468,33.98514270782471,433.3214247226715
7,inception_v3,7,0.9341,0.93559344897969,0.9340999999999999,0.9342417177531077,0.07372599958187288,0.22568585934817412,399.3499140739441,34.012251138687134,433.3621652126312
7,inception_v3,8,0.9469,0.9470552470337088,0.9469,0.9468916683300798,0.07512190729460638,0.17645936306257537,399.38316345214844,34.03221940994263,433.41538286209106
7,inception_v3,9,0.9355,0.936566581240319,0.9355,0.9357857813100742,0.06599105638824046,0.21817917547598006,399.35977363586426,33.911699056625366,433.2714726924896
7,inception_v3,10,0.9397,0.9401433083063807,0.9397,0.9395333009300092,0.06285594555738684,0.2064290597239972,399.36330103874207,34.01013374328613,433.3734347820282
7,inception_v3,11,0.9261,0.9277062954359729,0.9261000000000001,0.9257593148701625,0.05668157023248796,0.26614481478834606,399.386656999588,33.99244976043701,433.379106760025
