execucao,modelo_base,tupla,acuracia,precisao,recall,f1,tempo_treino,tempo_teste,tempo_total,tamanho
2,resnet18,32,0.5452,0.5618894831929887,0.5452,0.5373879438669855,5.413624048233032,4.313040018081665,9.726664066314697,76064722
3,resnet18,32,0.5602,0.571753075316668,0.5601999999999999,0.5532850458835893,5.405657052993774,4.30671763420105,9.712374687194824,76030534
4,resnet18,32,0.539,0.546589651065515,0.539,0.5307451294030201,5.399694442749023,4.300685405731201,9.700379848480225,76072114
5,resnet18,32,0.5336,0.5544058067962616,0.5336000000000001,0.5273801487388822,5.412514686584473,4.3040125370025635,9.716527223587036,76065022
6,resnet18,32,0.5526,0.5634547884824002,0.5526,0.542170908036266,5.432584762573242,4.301083326339722,9.733668088912964,76065058
7,resnet18,32,0.5426,0.5576105457282654,0.5426,0.5366147251129447,5.391624212265015,4.306482553482056,9.69810676574707,76091338
8,resnet18,32,0.5497,0.5607450956812394,0.5497,0.542092591574736,5.390674829483032,4.304294109344482,9.694968938827515,76038838
9,resnet18,32,0.5428,0.5570513853615859,0.5428,0.5366283859656632,5.386438846588135,4.3055949211120605,9.692033767700195,76068922
10,resnet18,32,0.5462,0.5609287272075246,0.5462,0.538354929189261,5.389828205108643,4.300942659378052,9.690770864486694,76064038
1,resnet18,64,0.1015,0.7100150225338007,0.10149999999999999,0.021189391123885994,4.39171838760376,2.6130919456481934,7.004810333251953,38783910
2,resnet18,64,0.1016,0.46001702894921365,0.1016,0.02138050374836425,4.380388021469116,2.6102561950683594,6.990644216537476,38783634
3,resnet18,64,0.1017,0.6100170289492136,0.10169999999999998,0.021587962661399528,4.380581378936768,2.613520383834839,6.9941017627716064,38783778
4,resnet18,64,0.1028,0.6100280786201364,0.1028,0.023771045105827993,4.375962972640991,2.6071102619171143,6.9830732345581055,38783850
5,resnet18,64,0.1021,0.7100210441928049,0.1021,0.022387873767005916,4.382941484451294,2.6160671710968018,6.999008655548096,38783742
6,resnet18,64,0.1019,0.6100190361687206,0.10189999999999999,0.021989684476146003,4.394108533859253,2.608985662460327,7.00309419631958,38783742
7,resnet18,64,0.1024,0.6100240577385725,0.1024,0.02297344834571549,4.4066994190216064,2.608672618865967,7.015372037887573,38783490
8,resnet18,64,0.1021,0.7016887151733814,0.1021,0.022388176911540672,4.382593154907227,2.614053249359131,6.996646404266357,38783802
9,resnet18,64,0.1021,0.6100210441928049,0.1021,0.02238003665949607,4.415593385696411,2.6537115573883057,7.069304943084717,38783754
10,resnet18,64,0.101,0.21001001001001002,0.101,0.020184865331514708,4.396639347076416,2.613739490509033,7.010378837585449,38783778
